valor,hora,localizacao,tipo_conta,chave_pix,chave_historico_fraude,fraude
2360.99,11,RJ,salario,40730672005,False,1
2746.28,5,MG,salario,04053280886,True,1
2211.22,20,SP,corrente,04053280886,True,1
817.88,9,RS,poupanca,40981295265,False,0
175.25,3,MG,corrente,09409571006,True,1
1079.97,3,RJ,corrente,61051923157,True,1
2076.96,6,PR,salario,85810622193,False,1
595.76,22,BA,poupanca,58504544914,False,0
2440.41,0,RS,poupanca,30242900384,False,1
2647.79,21,SP,corrente,83723909547,True,1
2023.89,19,PR,salario,76503735817,True,1
1217.51,2,MG,salario,16996218396,False,1
1004.97,5,SP,corrente,87129328005,True,1
1555.86,14,SP,salario,55536464689,True,1
2284.77,15,BA,corrente,12428018704,True,1
506.67,23,PR,salario,86940505221,True,1
1640.0,8,RS,salario,41136801401,False,0
399.56,3,SP,salario,45995363582,True,1
1870.4,17,RJ,poupanca,84995116803,True,1
2253.22,3,SP,corrente,87133689075,True,1
600.34,4,PR,corrente,29355363303,False,1
2978.32,4,SP,poupanca,84073941011,False,1
2805.69,12,PR,poupanca,68131275918,True,1
2558.74,11,SP,corrente,36889760558,False,1
503.49,7,SP,corrente,20689984320,False,0
1411.67,20,BA,corrente,45792592153,True,1
650.38,10,BA,poupanca,58629150349,True,1
1162.2,16,RJ,poupanca,10177727566,True,1
2713.68,11,RS,corrente,45995363582,True,1
840.25,3,SP,salario,74796968696,False,1
2556.82,23,PR,salario,86536455916,False,1
2295.11,7,BA,salario,81339235185,False,1
1312.54,10,BA,salario,18764667202,False,0
1185.17,18,BA,salario,78755775694,False,0
2739.14,9,SP,salario,75722006644,False,1
1017.12,22,BA,corrente,75752779644,True,1
1901.06,17,BA,corrente,49392613224,True,1
2617.93,12,RS,corrente,51569063073,False,1
1239.75,17,PR,corrente,86940505221,True,1
1546.43,12,SP,poupanca,68708727126,True,1
952.57,2,RS,salario,30242900384,False,1
1340.53,11,BA,poupanca,64663588335,True,1
2741.75,5,MG,poupanca,80067922251,False,1
249.55,9,PR,salario,51569063073,False,0
1085.82,6,RS,corrente,83510998769,True,1
1066.55,7,PR,salario,83086204376,True,1
1507.22,0,RS,corrente,80042974154,True,1
846.77,16,PR,poupanca,97622039231,False,0
2056.85,11,BA,corrente,51569063073,False,1
1361.01,22,BA,poupanca,52593521235,False,0
1947.49,6,MG,salario,68519683977,True,1
2960.12,15,SP,salario,10285221152,True,1
2753.78,7,RS,salario,07138266565,False,1
1579.63,20,PR,corrente,20689984320,False,0
30.9,15,MG,salario,72672213626,False,0
1421.69,11,RJ,poupanca,83153281808,True,1
2890.63,23,SP,poupanca,84386939369,False,1
186.23,12,SP,corrente,41029137614,True,1
1772.87,22,SP,corrente,24150037879,False,0
2566.82,11,RJ,corrente,16996218396,False,1
1766.66,6,BA,salario,45601621040,True,1
622.61,11,RS,salario,39116138805,False,0
681.32,11,PR,poupanca,72898095707,False,0
2244.66,18,SP,salario,63938194875,True,1
2000.86,4,PR,salario,09141030384,False,1
2773.17,1,MG,salario,16882389903,False,1
2054.59,12,RJ,corrente,38563236869,True,1
2399.94,21,RS,poupanca,03421792842,False,1
1308.68,1,MG,corrente,87129328005,True,1
2883.98,17,RJ,poupanca,83153281808,True,1
472.42,1,RS,salario,25085304658,True,1
485.77,14,SP,corrente,03421792842,False,0
2949.2,15,RS,corrente,83153281808,True,1
2709.15,20,PR,poupanca,63054567080,False,1
1126.08,6,PR,corrente,12524583660,True,1
2786.45,13,RJ,salario,85388295094,False,1
1450.52,7,RJ,poupanca,28799064762,True,1
947.86,4,PR,corrente,13647098139,True,1
2097.54,11,PR,poupanca,72898095707,False,1
149.35,8,RJ,salario,12971737855,True,1
1138.1,22,PR,corrente,54691222463,False,0
2742.08,10,PR,corrente,21626385922,False,1
2589.52,0,PR,poupanca,73644360269,False,1
2956.31,18,RJ,corrente,84073941011,False,1
445.94,18,SP,salario,18764667202,False,0
2057.48,13,SP,corrente,92275910935,False,1
261.96,13,MG,corrente,19169000772,True,1
2087.41,8,PR,poupanca,28799064762,True,1
835.2,16,BA,poupanca,19205633531,True,1
2014.97,2,RS,salario,92564139949,True,1
2985.26,23,RS,corrente,19169000772,True,1
128.57,14,PR,salario,76503735817,True,1
2015.57,11,RJ,salario,40981295265,False,1
1969.39,22,RJ,corrente,77158262024,False,0
2803.94,16,BA,salario,97622039231,False,1
2355.68,21,PR,corrente,85810622193,False,1
1443.62,17,BA,salario,80042974154,True,1
1774.87,21,PR,salario,95287569506,False,0
1762.85,7,RS,salario,21626385922,False,0
732.25,3,BA,salario,57083290112,True,1
1020.02,5,SP,poupanca,30881965821,True,1
1582.72,18,RJ,corrente,75752779644,True,1
69.1,18,PR,salario,86536455916,False,0
701.82,16,RS,salario,37159394005,True,1
625.57,21,RS,poupanca,45601621040,True,1
1715.2,11,RS,salario,52593521235,False,0
300.43,4,RS,salario,75674448024,True,1
2451.61,10,MG,poupanca,07138266565,False,1
1149.43,3,RJ,corrente,74796968696,False,1
1512.1,13,MG,poupanca,24150037879,False,0
589.91,17,SP,corrente,84995116803,True,1
1631.36,23,BA,salario,08817877637,True,1
1890.47,2,MG,salario,50238649095,True,1
2898.75,9,SP,poupanca,60859513222,False,1
2251.23,6,RJ,poupanca,19169000772,True,1
2707.86,10,BA,poupanca,03421471858,False,1
573.1,10,RS,salario,77158262024,False,0
97.61,17,MG,corrente,45995363582,True,1
876.41,10,SP,corrente,78500669606,True,1
2608.09,9,MG,corrente,75722006644,False,1
1900.77,22,MG,poupanca,10061333723,False,0
1611.86,16,PR,corrente,49357956639,False,0
2781.46,17,PR,corrente,37159394005,True,1
1081.66,23,PR,salario,68708727126,True,1
22.43,19,RS,corrente,10177727566,True,1
1600.68,18,MG,corrente,53521975925,False,0
39.95,3,BA,salario,50833850004,True,1
540.55,18,SP,poupanca,12944839297,False,0
2055.29,5,BA,salario,17692725060,True,1
2948.7,1,MG,poupanca,56666895189,False,1
2863.86,6,PR,corrente,20584103208,False,1
1530.15,10,RS,salario,91300470923,True,1
2300.53,16,MG,salario,37249484758,True,1
578.62,1,SP,corrente,87129328005,True,1
1284.12,19,MG,poupanca,54691222463,False,0
1768.82,19,SP,salario,80042974154,True,1
1306.82,9,RS,corrente,45601621040,True,1
821.76,22,MG,poupanca,59495094020,True,1
2844.44,1,RS,corrente,84073941011,False,1
1459.54,2,RS,corrente,38645874361,False,1
2998.46,7,BA,poupanca,45792592153,True,1
1406.69,1,PR,salario,35570212798,False,1
293.72,10,RS,poupanca,68381086559,False,0
2542.71,4,BA,poupanca,50238649095,True,1
1456.46,9,RS,corrente,50833850004,True,1
1520.68,6,RS,salario,37942150531,False,1
423.31,1,PR,corrente,92076109629,True,1
565.67,8,SP,poupanca,40074279911,True,1
1376.82,5,MG,salario,98202922779,False,1
2876.61,15,PR,salario,98809589191,True,1
2931.24,2,BA,salario,37249484758,True,1
62.99,16,SP,salario,99501588275,False,0
2573.03,17,SP,salario,84995116803,True,1
1984.68,9,BA,salario,74796968696,False,0
2238.79,6,SP,poupanca,83448860355,False,1
2564.96,17,RJ,salario,85810622193,False,1
2190.73,20,BA,poupanca,60996969166,False,1
1305.77,17,PR,poupanca,03192263922,True,1
1229.68,5,RJ,salario,10285221152,True,1
100.06,3,PR,corrente,56666895189,False,0
1433.77,17,PR,salario,63938194875,True,1
2143.92,3,BA,salario,10144660336,False,1
93.63,5,SP,salario,56580525157,False,0
529.52,10,RJ,corrente,67991554361,False,0
2118.03,11,RJ,corrente,86333340824,True,1
1801.32,5,PR,corrente,13647098139,True,1
2409.32,5,MG,poupanca,90742287565,True,1
1885.77,1,PR,corrente,50833850004,True,1
1543.0,16,PR,corrente,41136801401,False,0
87.7,22,SP,corrente,39891119814,False,0
2534.3,17,PR,poupanca,59495094020,True,1
1710.98,15,PR,salario,67991554361,False,0
1481.4,17,RS,corrente,49357956639,False,0
1960.02,7,RJ,salario,09409571006,True,1
2123.52,4,BA,poupanca,83181669880,True,1
1692.59,15,MG,poupanca,08318106257,True,1
174.57,5,BA,corrente,26155691079,False,0
929.17,13,SP,poupanca,76983676208,True,1
2624.47,15,RJ,poupanca,82074945903,True,1
1576.4,11,BA,poupanca,45601621040,True,1
2041.01,4,BA,poupanca,09141030384,False,1
1176.51,7,RJ,corrente,14307827127,True,1
937.1,6,RJ,poupanca,63359298933,False,1
1461.84,15,BA,poupanca,68381086559,False,0
571.01,10,RJ,poupanca,82173201296,False,0
2575.66,10,MG,salario,29355363303,False,1
2039.78,2,SP,salario,42277751405,False,1
587.89,15,SP,salario,76638104070,False,0
1050.33,0,RS,corrente,88951849805,False,1
301.88,5,MG,corrente,78311095468,False,1
1723.56,21,PR,salario,17692721081,True,1
1712.13,9,RJ,salario,68866314169,False,0
1786.63,2,RS,salario,87133689075,True,1
1982.11,10,PR,salario,92275910935,False,0
1393.81,18,PR,poupanca,37159394005,True,1
2303.71,10,RS,corrente,87133689075,True,1
420.67,20,RS,poupanca,12524583660,True,1
1018.1,6,SP,poupanca,17528240273,True,1
2070.87,12,RS,corrente,83448860355,False,1
2262.64,3,PR,poupanca,92076109629,True,1
2004.83,10,MG,corrente,83448860355,False,1
2554.1,18,MG,corrente,28789172327,True,1
927.08,9,PR,corrente,25040813895,False,0
2254.12,10,PR,salario,13647098139,True,1
1889.77,10,MG,poupanca,87129328005,True,1
711.06,23,MG,salario,68708727126,True,1
728.13,6,RJ,corrente,10285221152,True,1
2275.84,7,SP,salario,41136801401,False,1
1982.21,23,RS,corrente,04053280886,True,1
40.16,7,PR,poupanca,81647904478,True,1
2717.62,19,PR,corrente,47880396776,True,1
457.34,10,PR,salario,15451898736,False,0
837.08,9,PR,corrente,83723909547,True,1
2164.32,22,PR,salario,16759032692,False,1
666.04,7,PR,salario,28789172327,True,1
721.16,5,RS,salario,61195410913,False,1
309.96,4,MG,salario,03421471858,False,1
2734.9,14,SP,poupanca,03192263922,True,1
1807.48,16,BA,poupanca,53521975925,False,0
574.8,10,RS,salario,68519683977,True,1
401.81,23,RJ,salario,24150037879,False,0
1910.46,7,SP,salario,13647098139,True,1
387.39,2,RJ,poupanca,90742287565,True,1
1612.7,2,PR,poupanca,54691222463,False,1
2967.49,19,BA,salario,16759032692,False,1
2737.24,10,MG,poupanca,60859513222,False,1
263.53,2,RJ,corrente,50833850004,True,1
1014.2,1,MG,poupanca,60996969166,False,1
1208.91,14,RJ,salario,35570212798,False,0
2457.0,1,MG,salario,86940505221,True,1
2427.23,19,RJ,poupanca,56471803671,False,1
2294.92,14,PR,poupanca,45792592153,True,1
832.25,7,PR,corrente,55536464689,True,1
2594.3,1,MG,salario,61556028729,True,1
869.51,5,RS,poupanca,52593521235,False,1
1198.84,8,PR,salario,44129226281,False,0
328.97,7,MG,corrente,53521975925,False,0
2271.95,11,MG,poupanca,31023511180,True,1
2316.7,6,MG,salario,68866314169,False,1
531.94,20,RJ,salario,74883987438,True,1
42.94,19,BA,corrente,73276745078,False,0
50.91,13,SP,salario,16882389903,False,0
2338.5,2,SP,poupanca,36115533445,False,1
1634.04,7,SP,poupanca,98529663978,False,0
302.89,23,PR,corrente,78311095468,False,0
1187.16,12,MG,poupanca,74718726916,True,1
1257.81,17,RJ,corrente,47742701150,False,0
856.15,13,SP,salario,28789172327,True,1
1660.84,2,SP,poupanca,76983676208,True,1
957.49,3,MG,poupanca,17528240273,True,1
753.49,13,PR,salario,38563236869,True,1
700.79,12,SP,corrente,12971737855,True,1
1429.3,16,RS,poupanca,10061333723,False,0
1930.15,23,SP,salario,68708727126,True,1
1510.59,3,RJ,corrente,72898095707,False,1
2312.4,17,RS,corrente,41632260871,False,1
2412.31,3,PR,salario,14307827127,True,1
1216.61,21,SP,poupanca,90742287565,True,1
974.89,16,RS,poupanca,07138266565,False,0
1435.11,20,RS,poupanca,87133689075,True,1
2631.26,19,RS,salario,61051923157,True,1
2019.44,12,SP,corrente,87129328005,True,1
2125.89,11,BA,corrente,04053280886,True,1
998.59,6,MG,poupanca,67342987252,True,1
2207.4,0,RS,poupanca,88951849805,False,1
118.44,21,BA,corrente,52593521235,False,0
400.78,10,RS,salario,58629150349,True,1
1535.81,19,RJ,salario,94414354471,True,1
2089.86,7,SP,corrente,39891119814,False,1
837.19,2,PR,salario,21746943406,True,1
1004.96,16,RS,poupanca,65359395034,True,1
457.16,3,MG,salario,40981295265,False,1
2696.2,11,MG,poupanca,12820380064,False,1
2719.27,11,RS,poupanca,29355363303,False,1
1500.04,16,SP,poupanca,41632260871,False,0
1406.99,21,RJ,poupanca,29287476034,True,1
1567.31,2,PR,poupanca,00011120086,False,1
2649.41,9,RJ,corrente,38563236869,True,1
1244.6,9,RS,poupanca,41029137614,True,1
1796.09,2,RJ,corrente,92076109629,True,1
2972.42,7,MG,corrente,19169000772,True,1
2391.57,9,BA,corrente,31408095094,True,1
2908.24,16,BA,corrente,73011702558,True,1
349.71,15,BA,salario,08318106257,True,1
2278.92,5,RS,salario,68519683977,True,1
248.54,4,MG,salario,83417849270,True,1
2463.17,5,RS,poupanca,19130780869,True,1
669.12,21,RJ,poupanca,25040813895,False,0
1020.92,14,MG,salario,83723909547,True,1
2637.04,21,MG,corrente,82074945903,True,1
2479.24,8,RS,poupanca,76983676208,True,1
2507.68,7,RS,corrente,03192263922,True,1
1265.45,14,RS,poupanca,46005520766,True,1
1898.61,7,SP,corrente,19169000772,True,1
311.8,22,RJ,poupanca,78500669606,True,1
2465.39,19,RJ,salario,78500669606,True,1
2062.77,11,MG,poupanca,68660923607,True,1
2713.59,13,PR,corrente,19169000772,True,1
2036.37,16,RS,corrente,65359395034,True,1
446.33,21,RJ,corrente,75752779644,True,1
2194.75,11,PR,corrente,83510998769,True,1
185.15,0,PR,salario,83448860355,False,0
612.98,4,SP,corrente,36115533445,False,1
889.59,8,MG,salario,98202922779,False,0
1961.71,11,BA,salario,68660923607,True,1
549.34,23,MG,corrente,63054567080,False,0
293.87,14,PR,salario,80042974154,True,1
2536.78,0,RJ,salario,80042974154,True,1
370.96,6,SP,salario,98202922779,False,1
655.27,12,PR,salario,45601621040,True,1
527.76,20,SP,corrente,91300470923,True,1
1276.09,18,SP,corrente,78755775694,False,0
2868.72,23,SP,corrente,63054567080,False,1
1154.93,18,RJ,salario,41136801401,False,0
2332.97,23,BA,corrente,17528240273,True,1
414.92,4,RS,salario,87133689075,True,1
60.95,17,SP,salario,67069670947,False,0
623.67,23,SP,poupanca,25085304658,True,1
297.79,22,MG,salario,29355363303,False,0
1447.94,1,SP,poupanca,74796968696,False,1
39.75,15,MG,poupanca,59553028995,False,0
1662.41,8,SP,salario,41136801401,False,0
2096.3,16,RS,poupanca,60996969166,False,1
1500.7,17,RS,poupanca,16882389903,False,0
1226.27,21,BA,poupanca,53521975925,False,0
778.76,12,MG,poupanca,16759032692,False,0
1394.35,10,RS,corrente,00011120086,False,0
1055.96,20,SP,salario,75752779644,True,1
1421.04,20,RS,corrente,03421792842,False,0
641.38,11,MG,salario,83510998769,True,1
2663.11,0,SP,salario,45601621040,True,1
1083.56,7,RJ,poupanca,83086204376,True,1
938.45,19,PR,poupanca,95399207452,True,1
197.81,16,RJ,salario,51569063073,False,0
2303.06,19,MG,salario,72672213626,False,1
1414.21,4,SP,corrente,62216586388,True,1
1811.83,21,BA,poupanca,93029957024,True,1
1651.81,5,MG,salario,85388295094,False,1
1577.86,15,MG,salario,83153281808,True,1
784.24,10,RS,poupanca,09409571006,True,1
1760.18,0,BA,poupanca,65359395034,True,1
2888.48,17,RJ,poupanca,10144660336,False,1
507.93,16,RJ,salario,63359298933,False,0
1469.63,6,BA,poupanca,12971737855,True,1
2957.58,7,RS,salario,87129328005,True,1
2858.43,7,RS,poupanca,28799064762,True,1
216.63,6,SP,poupanca,78311095468,False,0
2569.03,7,PR,corrente,17692725060,True,1
2791.0,21,RJ,salario,68381086559,False,1
1264.12,5,MG,salario,10061333723,False,1
17.52,3,PR,corrente,37459869587,False,0
112.01,19,RJ,salario,49392613224,True,1
1696.96,12,MG,salario,54691222463,False,0
2089.12,12,BA,poupanca,36889760558,False,1
1646.21,20,PR,poupanca,80042974154,True,1
1804.58,7,SP,salario,68131275918,True,1
2393.55,11,RJ,corrente,14307827127,True,1
1202.34,18,RJ,salario,95399207452,True,1
791.07,13,RS,corrente,10061333723,False,0
393.63,3,RJ,corrente,84995116803,True,1
1243.47,19,MG,poupanca,10144660336,False,0
2966.65,15,BA,corrente,03997709892,True,1
534.36,13,BA,corrente,28799064762,True,1
1248.88,16,BA,corrente,87129328005,True,1
328.58,4,MG,salario,20689984320,False,1
1296.91,5,BA,salario,21746943406,True,1
1285.47,20,PR,salario,12971737855,True,1
22.25,7,SP,poupanca,76503735817,True,1
2869.93,11,RS,corrente,54691222463,False,1
2193.2,17,RJ,poupanca,12944839297,False,1
2123.35,0,RJ,salario,08318106257,True,1
2229.96,7,PR,corrente,17528240273,True,1
1381.21,2,RJ,salario,40074279911,True,1
2036.74,4,MG,salario,42277751405,False,1
954.6,18,RJ,corrente,75722006644,False,0
1142.67,0,RS,salario,14307827127,True,1
243.79,16,MG,corrente,00011120086,False,0
353.35,14,RJ,poupanca,18764667202,False,0
1613.01,5,SP,corrente,39116138805,False,1
1120.68,19,SP,corrente,08522663396,False,0
2675.36,5,BA,poupanca,12524583660,True,1
1892.11,6,RJ,poupanca,03421792842,False,1
921.23,9,RS,corrente,58504544914,False,0
2054.67,19,SP,poupanca,36889760558,False,1
2738.87,12,RS,corrente,41029137614,True,1
2921.66,16,PR,poupanca,78500669606,True,1
866.43,4,SP,corrente,03192263922,True,1
423.47,16,MG,salario,56666895189,False,0
216.91,7,PR,poupanca,84386939369,False,0
2629.42,15,PR,salario,37835678737,False,1
658.21,16,RJ,salario,20689984320,False,0
1128.46,14,MG,corrente,65359395034,True,1
270.93,16,SP,corrente,39116138805,False,0
2578.35,3,PR,poupanca,75348920787,False,1
2245.19,2,RJ,corrente,69576019160,False,1
1113.1,23,RJ,salario,41029137614,True,1
2482.03,2,RS,corrente,48526971262,False,1
1390.51,2,SP,poupanca,87133689075,True,1
2980.12,19,SP,poupanca,39903159244,True,1
1624.23,11,MG,poupanca,87129328005,True,1
457.17,4,RJ,salario,65359395034,True,1
586.62,21,RJ,corrente,26155691079,False,0
532.79,0,MG,corrente,52640027048,True,1
2888.61,12,PR,corrente,59495094020,True,1
2312.66,19,BA,salario,98529663978,False,1
726.24,21,RJ,poupanca,63938194875,True,1
2653.09,4,SP,salario,74883987438,True,1
451.74,19,SP,corrente,63359298933,False,0
2236.9,2,PR,poupanca,95287569506,False,1
296.81,17,RS,salario,10177727566,True,1
1745.98,14,MG,corrente,93029957024,True,1
605.25,7,PR,salario,83181669880,True,1
372.64,20,MG,poupanca,50833850004,True,1
1765.19,13,RS,salario,14307827127,True,1
1244.66,17,RS,corrente,19169000772,True,1
1755.58,16,MG,salario,98202922779,False,0
996.47,0,SP,poupanca,12428018704,True,1
2470.24,1,BA,salario,68866314169,False,1
1451.3,23,PR,salario,83086204376,True,1
1023.45,14,RJ,poupanca,38563236869,True,1
270.82,5,RJ,poupanca,03421792842,False,0
2552.39,14,SP,salario,86331739374,True,1
867.46,2,MG,poupanca,79064286259,True,1
143.78,10,MG,salario,79064286259,True,1
2118.04,14,MG,corrente,72898095707,False,1
1143.06,11,RS,poupanca,20689984320,False,0
1490.99,12,RS,corrente,10144660336,False,0
197.37,11,MG,poupanca,75752779644,True,1
578.19,23,RS,poupanca,69576019160,False,0
901.8,16,SP,poupanca,30726410913,False,0
91.69,6,BA,poupanca,47742701150,False,0
2476.45,6,BA,corrente,88951849805,False,1
2465.93,21,PR,salario,76638104070,False,1
2729.21,20,PR,corrente,38645874361,False,1
1563.47,19,RJ,salario,72672213626,False,0
2431.73,2,MG,salario,37942150531,False,1
2297.41,3,PR,corrente,95399207452,True,1
2731.71,16,SP,corrente,27934995851,False,1
2809.35,10,MG,corrente,30408761018,False,1
1966.2,12,MG,salario,84386939369,False,0
2217.04,4,PR,poupanca,16759032692,False,1
2367.21,2,SP,corrente,75722006644,False,1
265.73,18,RS,poupanca,50833850004,True,1
1480.27,2,SP,poupanca,11236985035,False,1
1791.95,18,RS,salario,49357956639,False,0
1395.68,18,MG,salario,92564139949,True,1
752.31,20,RJ,salario,08522663396,False,0
2779.13,19,RJ,poupanca,20689984320,False,1
1623.45,12,RS,corrente,10144660336,False,0
2833.8,3,RS,corrente,13244572352,False,1
311.81,11,PR,poupanca,63359298933,False,0
215.96,14,MG,corrente,00011120086,False,0
2702.73,22,RJ,corrente,41632260871,False,1
782.1,0,RS,corrente,98202922779,False,1
1912.47,0,SP,salario,29355363303,False,1
1624.55,18,MG,corrente,39891119814,False,0
265.53,3,SP,corrente,48526971262,False,0
1475.24,18,RJ,salario,82173201296,False,0
2861.65,10,PR,corrente,75722006644,False,1
61.96,7,RJ,corrente,80068228392,False,0
1089.94,9,SP,poupanca,95399207452,True,1
2846.48,21,PR,poupanca,95399207452,True,1
563.78,1,RJ,salario,08817877637,True,1
2133.52,17,RS,poupanca,98202922779,False,1
2498.85,6,SP,poupanca,74796968696,False,1
315.21,9,RS,corrente,31408095094,True,1
292.2,16,RS,salario,92564139949,True,1
771.54,3,PR,corrente,15005709637,True,1
685.8,4,RJ,poupanca,92564139949,True,1
2008.79,8,MG,corrente,49392613224,True,1
2883.0,2,RJ,poupanca,39891119814,False,1
1291.17,0,RJ,salario,86536455916,False,1
2487.19,15,RJ,poupanca,55536464689,True,1
819.04,1,RJ,salario,42277751405,False,1
667.63,5,SP,salario,78755775694,False,1
736.78,15,RS,poupanca,48526971262,False,0
836.5,3,BA,salario,42277751405,False,1
1789.23,2,MG,salario,30881965821,True,1
2007.19,9,RS,salario,14307827127,True,1
2069.33,15,SP,corrente,98202922779,False,1
525.11,0,BA,corrente,38645874361,False,1
1141.18,20,PR,poupanca,24150037879,False,0
688.96,9,PR,corrente,12428018704,True,1
339.46,20,RS,corrente,83417849270,True,1
145.18,10,SP,corrente,07138266565,False,0
2685.34,13,MG,salario,30726410913,False,1
1977.07,21,PR,poupanca,63938194875,True,1
659.6,8,RS,salario,90742287565,True,1
1438.01,8,RJ,salario,95399207452,True,1
847.0,16,BA,corrente,92564139949,True,1
1911.76,23,BA,poupanca,26155691079,False,0
2496.95,20,BA,salario,74796968696,False,1
767.05,9,BA,corrente,81339235185,False,0
607.31,1,RS,salario,73011702558,True,1
746.34,3,RS,corrente,57416196987,True,1
864.07,21,BA,corrente,10061333723,False,0
1127.95,9,RJ,poupanca,08817877637,True,1
1742.53,17,RS,poupanca,68519683977,True,1
1309.96,15,SP,salario,50238649095,True,1
1766.08,14,BA,poupanca,08522663396,False,0
1623.88,21,RJ,salario,98529663978,False,0
2173.09,11,RJ,salario,12971737855,True,1
719.04,1,PR,corrente,56471803671,False,1
971.76,5,RS,poupanca,27934995851,False,1
327.79,19,RJ,poupanca,12944839297,False,0
2231.34,5,RJ,poupanca,57416196987,True,1
2351.02,8,MG,salario,29355363303,False,1
2103.25,21,MG,poupanca,51569063073,False,1
1487.12,19,BA,corrente,31408095094,True,1
2966.02,21,PR,poupanca,49392613224,True,1
56.41,21,RS,salario,94414354471,True,1
2637.39,22,PR,salario,12820380064,False,1
1743.89,1,RJ,salario,83510998769,True,1
1505.72,16,SP,salario,13244572352,False,0
2038.69,6,BA,poupanca,80042974154,True,1
1820.98,14,MG,poupanca,76638104070,False,0
798.75,8,RS,corrente,92275910935,False,0
793.35,16,RJ,poupanca,29355363303,False,0
2430.2,6,PR,salario,67946617739,True,1
1955.69,14,RJ,poupanca,92564139949,True,1
2263.61,18,PR,corrente,58629150349,True,1
1852.68,15,SP,poupanca,41136801401,False,0
2307.92,0,PR,corrente,69576019160,False,1
2782.71,23,RS,poupanca,31408095094,True,1
1790.87,12,MG,poupanca,83448860355,False,0
2950.82,7,PR,corrente,65359395034,True,1
1886.62,5,PR,salario,08817877637,True,1
924.35,4,RS,salario,65359395034,True,1
53.09,14,RS,corrente,26155691079,False,0
1894.11,2,RJ,salario,68866314169,False,1
27.25,9,MG,salario,73011702558,True,1
11.0,21,BA,poupanca,11236985035,False,0
780.9,6,RS,salario,59495094020,True,1
823.28,10,BA,poupanca,78311095468,False,0
2089.2,0,SP,corrente,62216586388,True,1
2729.51,9,BA,corrente,72898095707,False,1
968.09,4,SP,salario,87129328005,True,1
2252.49,17,RJ,corrente,14307827127,True,1
478.55,14,RS,corrente,14307827127,True,1
2896.39,15,SP,salario,41632260871,False,1
2143.21,14,RJ,poupanca,74718726916,True,1
1052.48,7,PR,salario,29287476034,True,1
486.54,8,RS,corrente,90742287565,True,1
14.9,19,BA,corrente,77158262024,False,0
340.63,20,BA,corrente,88951849805,False,0
32.92,18,BA,poupanca,83086204376,True,1
2208.87,10,BA,poupanca,37942150531,False,1
311.96,14,SP,corrente,86536455916,False,0
2011.35,11,PR,poupanca,61556028729,True,1
40.19,8,MG,salario,12524583660,True,1
1984.83,7,PR,corrente,83417849270,True,1
1771.88,22,BA,salario,35254229622,True,1
662.58,21,BA,corrente,19205633531,True,1
778.13,4,SP,corrente,30242900384,False,1
708.43,6,SP,poupanca,57083290112,True,1
1796.18,21,BA,poupanca,81339235185,False,0
570.85,2,PR,salario,87133689075,True,1
42.16,7,BA,corrente,42277751405,False,0
306.67,13,MG,poupanca,07138266565,False,0
1772.11,20,BA,salario,50833850004,True,1
600.69,14,RS,poupanca,38645874361,False,0
1121.32,11,RJ,poupanca,59495094020,True,1
377.02,0,RS,salario,83181669880,True,1
983.06,13,RJ,corrente,47880396776,True,1
2837.66,8,RS,poupanca,77158262024,False,1
770.09,21,RJ,salario,83181669880,True,1
1998.86,20,MG,corrente,55536464689,True,1
1478.7,23,SP,salario,90742287565,True,1
1250.71,23,MG,salario,21626385922,False,0
726.37,0,PR,corrente,48526971262,False,1
119.8,23,SP,poupanca,49357956639,False,0
1445.69,15,RS,poupanca,91300470923,True,1
2014.28,17,RJ,corrente,09409571006,True,1
966.6,9,SP,corrente,47880396776,True,1
1632.08,8,MG,poupanca,50238649095,True,1
1349.74,6,SP,corrente,72898095707,False,1
2144.02,3,RS,corrente,61195410913,False,1
2287.07,9,SP,salario,19205633531,True,1
436.5,1,RS,salario,41136801401,False,1
1117.15,15,MG,poupanca,36115533445,False,0
1254.92,18,BA,corrente,39891119814,False,0
2701.46,23,PR,poupanca,40981295265,False,1
1432.23,2,BA,salario,24150037879,False,1
2542.83,1,RS,salario,49357956639,False,1
2969.71,21,PR,salario,78500669606,True,1
88.0,19,SP,poupanca,63938194875,True,1
2706.5,19,BA,salario,75752779644,True,1
938.7,4,RJ,salario,39891119814,False,1
2677.56,0,SP,salario,25396619266,True,1
54.25,20,SP,corrente,08817877637,True,1
883.84,8,SP,poupanca,11236985035,False,0
1197.83,1,PR,poupanca,86333340824,True,1
596.49,12,RJ,corrente,83723909547,True,1
1281.23,20,SP,poupanca,78311095468,False,0
2721.55,1,SP,salario,35075520981,True,1
2769.56,9,MG,poupanca,67069670947,False,1
752.19,7,MG,salario,41136801401,False,0
432.37,12,MG,salario,80068228392,False,0
996.49,22,RS,salario,56580525157,False,0
2399.14,12,SP,corrente,83086204376,True,1
1119.66,20,BA,salario,42277751405,False,0
1776.3,1,PR,poupanca,38645874361,False,1
2613.7,23,RJ,poupanca,68131275918,True,1
2060.98,11,BA,poupanca,19892177473,True,1
2981.19,20,BA,salario,63938194875,True,1
85.02,10,RS,corrente,10177727566,True,1
1712.26,6,PR,salario,85810622193,False,1
309.64,0,RJ,poupanca,52003759238,False,1
1744.76,22,MG,poupanca,40981295265,False,0
1056.73,0,MG,poupanca,14307827127,True,1
1973.94,15,PR,corrente,11236985035,False,0
507.51,2,RS,corrente,86333340824,True,1
